时间,最低温度,最高温度,湿度,风向,风力,紫外线,空气质量
2020/2/29,6,14,93,北风,1,最弱,30
2020/3/1,5,18,74,北风,3,强,66
2020/3/2,6,13,90,东北风,3,最弱,52
2020/3/3,5,10,92,西北风,2,最弱,50
2020/3/4,5,16,94,东北风,1,最弱,76
2020/3/5,5,15,70,东南风,2,强,79
2020/3/6,9,14,92,东南风,2,最弱,72
2020/3/7,7,18,92,东风,2,强,41
2020/3/8,12,17,96,东风,3,最弱,43
2020/3/9,9,15,91,北风,4,最弱,76
2020/3/10,5,16,93,西北风,2,最弱,73
2020/3/11,4,18,80,东南风,2,最弱,75
2020/3/12,9,17,95,东南风,2,最弱,87
2020/3/13,9,17,84,北风,3,弱,111
2020/3/14,5,19,80,西北风,2,强,65
2020/3/15,5,21,80,西南风,2,强,71
2020/3/16,11,19,80,东风,2,最弱,90
2020/3/17,9,22,83,西南风,2,最弱,66
2020/3/18,8,24,86,西南风,2,强,38
2020/3/19,9,23,63,东北风,2,最弱,101
2020/3/20,10,25,87,南风,3,强,66
2020/3/21,13,25,91,东风,2,弱,72
2020/3/22,16,24,77,北风,3,最弱,77
2020/3/23,14,23,84,东北风,2,最弱,76
2020/3/24,13,23,87,东南风,2,最弱,57
2020/3/25,17,22,90,东南风,3,弱,29
2020/3/26,13,24,83,东北风,3,弱,21
2020/3/27,4,10,87,东北风,5,弱,21
2020/3/28,6,11,88,东北风,3,最弱,23
2020/3/29,6,8,89,东风,2,最弱,22
2020/3/30,5,11,88,东北风,2,中等,27
2020/3/31,5,12,97,西北风,2,最弱,61
2020/4/1,6,16,81,东风,2,中等,32
2020/4/2,10,17,81,东北风,2,最弱,237
2020/4/3,10,18,82,东北风,2,强,54
2020/4/4,9,20,85,东北风,2,中等,117
2020/4/5,11,22,82,东南风,2,最弱,81
2020/4/6,11,22,85,东南风,2,最弱,70
2020/4/7,10,24,86,东风,1,最弱,90
2020/4/8,10,25,90,东南风,2,最弱,56
2020/4/9,10,26,85,东南风,2,强,106
2020/4/10,10,18,91,东北风,4,最弱,39
2020/4/11,5,13,97,北风,4,最弱,60
2020/4/12,5,21,80,西北风,3,强,59
2020/4/13,6,23,82,西风,2,中等,72
2020/4/14,11,23,86,南风,3,最弱,51
2020/4/15,10,27,82,南风,3,强,72
2020/4/16,14,29,55,南风,3,强,82
2020/4/17,19,26,54,北风,3,最弱,73
2020/4/18,13,19,98,东北风,3,最弱,52
2020/4/19,12,21,94,北风,3,强,59
2020/4/20,11,16,98,北风,2,最弱,70
2020/4/21,11,17,80,东北风,2,最弱,72
2020/4/22,11,20,80,东北风,2,弱,60
2020/4/23,13,21,76,北风,2,最弱,59
2020/4/24,9,25,80,西风,3,弱,47
2020/4/25,11,27,82,西南风,3,弱,50
2020/4/26,13,28,94,西南风,3,强,54
2020/4/27,14,28,59,北风,3,强,57
2020/4/28,10,26,87,东风,2,强,94
2020/4/29,15,30,85,南风,3,强,84
2020/4/30,20,30,82,西南风,3,最弱,65
2020/5/1,19,30,91,南风,3,最弱,81
2020/5/2,20,34,70,西南风,3,强,92
2020/5/3,21,34,94,南风,2,强,65
2020/5/4,23,35,84,东南风,3,最弱,74
2020/5/5,19,26,78,东北风,4,最弱,57
2020/5/6,20,26,79,东风,3,最弱,43
2020/5/7,20,27,98,东风,3,弱,53
2020/5/8,19,24,84,北风,3,最弱,39
2020/5/9,18,21,79,北风,3,最弱,47
2020/5/10,14,26,95,西北风,2,强,45
2020/5/11,13,28,84,北风,3,中等,73
2020/5/12,11,29,85,西风,2,弱,77
2020/5/13,14,28,65,东南风,3,中等,100
2020/5/14,16,22,98,南风,2,最弱,92
2020/5/15,17,26,97,东南风,1,最弱,75
2020/5/16,17,29,96,南风,1,中等,66
2020/5/17,19,31,86,西南风,2,中等,64
2020/5/18,16,29,82,北风,3,很强,58
2020/5/19,14,30,78,东南风,3,中等,100
2020/5/20,18,28,82,东风,3,最弱,86
2020/5/21,20,27,92,东风,2,最弱,50
2020/5/22,19,30,83,东北风,1,最弱,67
2020/5/23,19,32,90,南风,2,强,97
2020/5/24,20,32,61,北风,3,弱,81
2020/5/25,18,21,98,北风,3,最弱,46
2020/5/26,16,29,91,西北风,2,强,62
2020/5/27,20,31,72,西风,2,中等,91
2020/5/28,20,30,95,南风,2,最弱,70
2020/5/29,20,25,90,东南风,2,最弱,62
2020/5/30,18,27,95,南风,2,最弱,44
2020/5/31,20,31,96,东南风,2,最弱,68
2020/6/1,21,31,71,东南风,2,很强,71
2020/6/2,22,31,90,西南风,2,最弱,36
2020/6/3,24,30,82,西风,2,最弱,50
2020/6/4,23,31,93,西南风,2,中等,38
2020/6/5,23,32,94,南风,2,弱,53
2020/6/6,24,31,71,东南风,3,中等,44
2020/6/7,23,31,70,东南风,3,最弱,58
2020/6/8,25,32,71,东南风,3,强,43
2020/6/9,25,30,98,东风,3,最弱,24
2020/6/10,24,27,93,北风,3,最弱,51
2020/6/11,23,31,96,西南风,2,中等,37
2020/6/12,25,30,97,南风,3,最弱,64
2020/6/13,25,28,94,西北风,2,最弱,27
2020/6/14,25,27,99,北风,1,最弱,27
2020/6/15,25,33,90,西南风,2,弱,47
2020/6/16,26,35,69,南风,3,最弱,34
2020/6/17,21,34,97,西南风,3,弱,35
2020/6/18,21,27,98,西北风,2,最弱,30
2020/6/19,21,26,92,东风,2,最弱,51
2020/6/20,22,23,93,东风,2,最弱,21
2020/6/21,22,23,99,东北风,3,最弱,18
2020/6/22,22,24,99,北风,2,最弱,24
2020/6/23,22,27,96,西风,2,最弱,33
2020/6/24,23,28,98,南风,2,最弱,90
2020/6/25,23,33,92,东南风,2,很强,54
2020/6/26,25,31,84,东南风,2,最弱,25
2020/6/27,26,30,88,南风,2,最弱,50
2020/6/28,25,28,97,南风,3,最弱,33
2020/6/29,23,26,98,西风,2,最弱,29
2020/6/30,22,33,97,西南风,1,弱,61
2020/7/1,26,33,76,东北风,2,最弱,59
2020/7/2,24,27,98,东北风,3,最弱,21
2020/7/3,23,30,96,东北风,2,最弱,33
2020/7/4,24,29,91,南风,2,最弱,58
2020/7/5,23,26,99,南风,2,最弱,20
2020/7/6,23,28,97,西风,2,最弱,20
2020/7/7,22,26,99,东南风,3,最弱,33
2020/7/8,22,29,96,东风,2,最弱,37
2020/7/9,23,32,98,东南风,1,最弱,64
2020/7/10,25,32,99,东风,2,最弱,51
2020/7/11,25,30,92,东南风,3,最弱,27
2020/7/12,23,30,85,西南风,3,最弱,20
2020/7/13,23,27,98,北风,2,最弱,30
2020/7/14,22,30,86,东北风,2,最弱,25
2020/7/15,24,28,93,东北风,2,最弱,16
2020/7/16,24,27,98,东北风,2,最弱,39
2020/7/17,23,32,96,南风,2,弱,85
2020/7/18,23,28,99,西南风,2,最弱,17
2020/7/19,22,26,96,西北风,2,最弱,74
2020/7/20,21,30,98,东南风,2,最弱,105
2020/7/21,25,28,93,东风,3,最弱,55
2020/7/22,26,34,98,南风,4,弱,44
2020/7/23,26,35,88,西风,2,弱,51
2020/7/24,24,31,99,北风,3,最弱,29
2020/7/25,25,30,87,东北风,2,最弱,39
2020/7/26,24,28,98,东北风,2,最弱,31
2020/7/27,23,26,93,东北风,2,最弱,46
2020/7/28,23,30,97,东北风,2,最弱,51
2020/7/29,23,32,91,东风,2,最弱,41
2020/7/30,25,31,93,东风,2,最弱,63
2020/7/31,26,32,89,东南风,2,中等,34
2020/8/1,25,35,93,东南风,2,强,55
2020/8/2,28,37,91,东南风,2,弱,45
2020/8/3,28,37,92,东南风,2,最弱,47
2020/8/4,28,37,98,东南风,2,弱,64
2020/8/5,28,37,73,东南风,2,强,41
2020/8/6,29,35,70,南风,3,最弱,19
2020/8/7,30,35,68,南风,3,最弱,26
2020/8/8,28,34,89,西南风,3,最弱,35
2020/8/9,26,31,93,西南风,2,中等,34
2020/8/10,25,31,96,南风,2,最弱,21
2020/8/11,25,33,95,东南风,2,最弱,43
2020/8/12,27,33,74,东南风,3,最弱,36
2020/8/13,28,36,67,南风,3,强,26
2020/8/14,28,35,66,南风,3,最弱,28
2020/8/15,29,37,69,南风,3,强,32
2020/8/16,28,37,82,东南风,3,强,30
2020/8/17,28,36,82,东南风,3,强,31
2020/8/18,28,36,91,东南风,2,强,66
2020/8/19,27,35,85,南风,2,最弱,40
2020/8/20,25,33,94,东北风,3,最弱,23
2020/8/21,24,31,89,东北风,3,最弱,34
2020/8/22,25,31,93,东北风,2,弱,69
2020/8/23,26,34,95,东南风,2,强,54
2020/8/24,27,35,83,西南风,3,强,46
2020/8/25,25,31,90,北风,3,最弱,30
2020/8/26,22,32,84,西北风,3,强,49
2020/8/27,22,34,92,北风,2,强,64
2020/8/28,22,34,87,东风,2,强,54
2020/8/29,23,34,71,东风,2,强,53
2020/8/30,23,34,85,东风,2,强,66
2020/8/31,24,34,81,北风,3,强,62
2020/9/1,24,34,80,北风,3,强,57
2020/9/2,23,32,87,北风,3,弱,66
2020/9/3,20,33,92,西北风,2,强,54
2020/9/4,21,29,73,西南风,2,强,48
2020/9/5,22,32,94,东南风,2,强,62
2020/9/6,20,33,87,东南风,2,最弱,74
2020/9/7,22,34,82,西南风,2,强,56
2020/9/8,22,33,91,西南风,1,强,76
2020/9/9,21,33,93,东风,2,最弱,92
2020/9/10,20,27,99,东北风,3,最弱,31
2020/9/11,21,29,86,北风,3,弱,56
2020/9/12,20,30,88,东北风,3,最弱,51
2020/9/13,20,29,83,东北风,2,最弱,65
2020/9/14,20,24,98,西北风,1,最弱,65
2020/9/15,19,24,99,西南风,2,最弱,31
2020/9/16,19,25,92,北风,2,最弱,23
2020/9/17,16,22,95,北风,3,最弱,39
2020/9/18,17,25,98,东南风,2,强,81
2020/9/19,17,20,97,东风,2,最弱,39
2020/9/20,16,19,99,东风,3,最弱,23
2020/9/21,16,18,99,东风,3,最弱,26
2020/9/22,16,18,98,东北风,2,最弱,39
2020/9/23,15,21,97,北风,2,最弱,52
2020/9/24,17,26,98,西南风,1,强,136
2020/9/25,20,25,97,东南风,2,最弱,86
2020/9/26,19,26,90,西风,2,最弱,94
2020/9/27,19,26,95,东南风,2,强,74
2020/9/28,19,27,95,东南风,1,最弱,70
2020/9/29,17,21,99,北风,2,最弱,55
2020/9/30,18,27,97,东北风,2,强,72
2020/10/1,20,28,96,东南风,2,最弱,75
2020/10/2,16,24,98,东北风,2,最弱,44
2020/10/3,14,19,99,北风,3,最弱,20
2020/10/4,11,15,77,北风,4,最弱,54
2020/10/5,11,15,91,北风,3,最弱,41
2020/10/6,11,12,98,北风,2,最弱,52
2020/10/7,11,14,96,北风,2,最弱,61
2020/10/8,12,23,80,北风,2,强,58
2020/10/9,15,24,98,东北风,2,弱,80
2020/10/10,14,25,98,东北风,2,中等,87
2020/10/11,16,25,88,北风,2,强,60
2020/10/12,17,24,79,北风,3,弱,52
2020/10/13,15,24,95,东北风,2,强,92
2020/10/14,14,18,95,北风,3,最弱,64
2020/10/15,14,16,99,北风,3,最弱,19
2020/10/16,11,17,96,北风,3,最弱,27
2020/10/17,11,18,88,北风,2,中等,76
2020/10/18,9,19,97,北风,2,最弱,101
2020/10/19,10,20,98,北风,2,最弱,64
2020/10/20,12,19,1,西北风,2,最弱,84
2020/10/21,9,21,97,西风,2,最弱,52
2020/10/22,9,25,97,北风,2,强,105
2020/10/23,9,23,85,东北风,2,强,111
2020/10/24,11,19,89,东风,2,最弱,86
2020/10/25,14,21,90,东南风,2,最弱,73
2020/10/26,13,24,96,西北风,1,弱,104
2020/10/27,15,24,62,北风,2,弱,75
2020/10/28,13,17,96,北风,3,最弱,85
2020/10/29,11,21,99,北风,2,强,111
2020/10/30,15,22,90,东风,2,强,95
2020/10/31,15,18,96,东北风,2,最弱,59
2020/11/1,14,19,94,西北风,2,最弱,65
2020/11/2,10,23,89,北风,3,强,69
2020/11/3,12,20,55,东北风,2,强,57
2020/11/4,11,20,85,东风,2,强,83
2020/11/5,15,19,82,东南风,2,最弱,86
2020/11/6,10,23,92,西北风,2,弱,86
2020/11/7,9,24,97,北风,2,强,86
2020/11/8,7,24,57,北风,3,强,79
2020/11/9,8,22,93,东风,2,强,132
2020/11/10,8,22,93,东南风,2,强,85
2020/11/11,8,23,95,东风,2,强,78
2020/11/12,10,22,95,东风,2,强,132
2020/11/13,14,23,72,东北风,2,强,70
2020/11/14,8,22,94,东风,2,强,105
2020/11/15,12,21,97,东风,2,强,109
2020/11/16,16,21,98,东风,2,弱,96
2020/11/17,18,22,82,东南风,4,最弱,60
2020/11/18,12,23,97,东南风,3,强,16
2020/11/19,10,15,84,北风,2,最弱,47
2020/11/20,10,16,83,东北风,3,中等,67
2020/11/21,7,9,94,北风,3,最弱,13
2020/11/22,6,8,86,北风,4,最弱,50
2020/11/23,4,6,91,北风,3,最弱,21
2020/11/24,4,5,95,北风,3,最弱,31
2020/11/25,3,7,95,北风,3,最弱,31
2020/11/26,5,7,86,北风,2,最弱,85
2020/11/27,5,9,68,北风,3,最弱,115
2020/11/28,2,6,97,北风,2,最弱,102
2020/11/29,2,11,99,东北风,2,最弱,109
2020/11/30,2,12,88,北风,2,强,71
2020/12/1,4,7,87,北风,2,最弱,141
2020/12/2,2,8,81,北风,3,弱,85
2020/12/3,3,6,72,北风,4,最弱,130
2020/12/4,0,9,93,北风,3,强,82
2020/12/5,0,11,97,东北风,2,强,125
2020/12/6,5,8,93,北风,2,最弱,77
2020/12/7,6,8,93,北风,3,最弱,100
2020/12/8,5,7,97,东北风,2,最弱,141
2020/12/9,5,9,92,东北风,2,最弱,141
2020/12/10,4,9,96,北风,2,中等,149
2020/12/11,2,10,97,北风,1,强,147
2020/12/12,4,13,75,北风,1,强,160
2020/12/13,0,10,79,北风,4,最弱,61
2020/12/14,-3,3,52,北风,3,最弱,43
2020/12/15,-2,5,66,东北风,2,强,71
2020/12/16,1,5,74,东北风,2,强,97
2020/12/17,2,6,76,北风,2,最弱,80
2020/12/18,1,8,60,北风,3,弱,99
2020/12/19,-2,7,85,北风,3,强,140
2020/12/20,-2,10,93,北风,2,强,140
2020/12/21,-1,11,92,东北风,1,强,155
2020/12/22,1,12,88,东南风,2,中等,134
2020/12/23,-1,12,94,北风,2,最弱,168
2020/12/24,5,13,48,北风,3,强,109
2020/12/25,4,13,82,东风,2,强,178
2020/12/26,7,12,93,东北风,2,最弱,210
2020/12/27,3,14,94,西风,2,中等,235
2020/12/28,2,14,93,东风,3,中等,142
2020/12/29,-5,4,80,北风,5,最弱,64
2020/12/30,-5,3,45,北风,3,强,35
2020/12/31,-6,4,89,北风,2,强,59
2021/1/1,-5,8,93,南风,1,强,96
2021/1/2,-1,10,77,东风,2,强,87
2021/1/3,-2,8,94,北风,2,强,120
2021/1/4,1,9,73,北风,2,强,140
2021/1/5,1,6,79,北风,3,中等,188
2021/1/6,-3,2,44,北风,3,最弱,85
2021/1/7,-7,1,31,北风,4,最弱,46
2021/1/8,-7,3,81,西北风,2,强,67
2021/1/9,-4,6,80,西风,1,最弱,85
2021/1/10,-4,7,43,北风,2,弱,52
2021/1/11,-4,8,75,西北风,3,强,109
2021/1/12,-1,12,37,西南风,3,强,81
2021/1/13,-1,16,89,南风,2,强,114
2021/1/14,2,20,84,东南风,2,强,104
2021/1/15,2,17,35,东北风,3,强,122
2021/1/16,0,10,48,北风,4,最弱,121
2021/1/17,-3,9,60,北风,3,最弱,81
2021/1/18,0,14,91,南风,2,强,107
2021/1/19,1,15,61,东南风,3,强,86
2021/1/20,7,9,90,东风,2,最弱,89
2021/1/21,6,8,89,北风,2,最弱,135
2021/1/22,3,9,95,北风,2,最弱,99
2021/1/23,3,9,94,北风,2,强,164
2021/1/24,5,10,94,东风,3,强,69
2021/1/25,1,6,90,北风,3,最弱,205
2021/1/26,3,9,95,北风,2,强,177
2021/1/27,1,7,97,东北风,2,弱,117
2021/1/28,-2,12,96,北风,3,强,138
2021/1/29,4,13,80,东南风,2,强,111
2021/1/30,5,12,76,东南风,2,最弱,104
2021/1/31,4,8,97,南风,1,最弱,81
2021/2/1,1,13,98,西南风,2,最弱,92
2021/2/2,4,9,96,东风,2,强,122
2021/2/3,4,13,93,西南风,2,强,117
2021/2/4,7,13,93,东北风,2,弱,85
2021/2/5,1,10,97,西风,2,最弱,59
2021/2/6,7,10,93,南风,2,强,70
2021/2/7,7,9,82,北风,2,最弱,77
2021/2/8,3,13,84,东北风,2,最弱,57
2021/2/9,6,14,93,东南风,2,弱,89
2021/2/10,7,12,97,东风,2,最弱,122
2021/2/11,6,19,96,北风,2,中等,84
2021/2/12,6,17,97,东南风,2,最弱,79
2021/2/13,7,19,94,东南风,2,强,121
2021/2/14,6,20,96,西风,2,强,116
2021/2/15,6,17,75,北风,3,中等,140
2021/2/16,3,19,90,西北风,2,中等,65
2021/2/17,4,18,44,北风,2,强,60
2021/2/18,4,18,88,东南风,2,中等,105
2021/2/19,7,21,53,西南风,3,强,59
2021/2/20,11,23,73,西南风,3,强,70
2021/2/21,10,26,86,西南风,3,强,109
2021/2/22,11,28,56,东北风,2,强,87
2021/2/23,11,20,69,东风,3,强,68
2021/2/24,7,14,82,东北风,3,弱,62
2021/2/25,4,6,87,北风,4,最弱,19
2021/2/26,5,8,88,北风,3,最弱,82
2021/2/27,8,11,82,东北风,2,最弱,64
2021/2/28,6,11,98,东南风,2,最弱,55
2021/3/1,1,9,79,北风,4,最弱,33
2021/3/2,6,13,87,东北风,2,强,54
2021/3/3,6,12,94,东南风,2,最弱,77
2021/3/4,10,18,68,东南风,2,强,86
2021/3/5,8,11,97,东风,3,最弱,39
2021/3/6,5,11,94,东北风,4,最弱,46
2021/3/7,6,9,88,东北风,3,最弱,89
2021/3/8,4,9,88,东北风,2,最弱,82
2021/3/9,6,12,96,北风,2,强,55
2021/3/10,10,14,98,东北风,2,最弱,59
2021/3/11,6,12,1,西北风,2,最弱,37
2021/3/12,8,15,96,东风,2,强,71
2021/3/13,9,19,96,东风,2,最弱,90
2021/3/14,13,21,72,东南风,3,强,73
2021/3/15,14,17,98,东风,2,最弱,85
2021/3/16,13,18,78,东北风,3,最弱,132
2021/3/17,11,16,92,东北风,2,最弱,56
2021/3/18,8,11,96,北风,3,最弱,30
2021/3/19,6,9,93,北风,3,最弱,55
2021/3/20,9,14,71,北风,3,强,72
2021/3/21,3,16,50,北风,3,最弱,91
2021/3/22,5,18,91,东北风,2,强,83
2021/3/23,6,17,79,南风,2,最弱,78
2021/3/24,8,22,92,南风,2,强,124
2021/3/25,13,25,56,东南风,3,强,56
2021/3/26,13,19,98,东风,3,最弱,41
2021/3/27,11,21,95,西风,2,最弱,65
2021/3/28,13,24,96,南风,2,强,103
2021/3/29,16,25,90,东风,3,弱,79
2021/3/30,15,19,96,东风,2,最弱,99
2021/3/31,11,14,97,东北风,3,最弱,51
2021/4/1,11,13,97,北风,3,最弱,24
2021/4/2,11,13,95,北风,3,最弱,40
2021/4/3,10,13,86,北风,3,最弱,46
2021/4/4,10,17,45,北风,3,最弱,52
2021/4/5,9,15,86,东南风,2,最弱,56
2021/4/6,11,18,87,东风,2,最弱,92
2021/4/7,10,13,97,北风,2,最弱,46
2021/4/8,9,19,79,东北风,2,最弱,58
2021/4/9,11,21,94,东风,2,强,87
2021/4/10,13,21,76,东南风,2,最弱,86
2021/4/11,12,15,97,东南风,2,最弱,69
2021/4/12,11,22,92,西北风,1,最弱,62
2021/4/13,14,22,93,东北风,2,最弱,100
2021/4/14,12,21,73,东北风,3,最弱,69
2021/4/15,14,22,97,南风,2,最弱,121
2021/4/16,11,25,93,西北风,2,最弱,156
2021/4/17,13,24,47,北风,3,最弱,102
2021/4/18,11,20,81,东南风,2,最弱,70
2021/4/19,16,22,68,东风,2,最弱,63
2021/4/20,17,23,88,东风,3,最弱,68
2021/4/21,15,20,97,北风,2,最弱,39
2021/4/22,15,20,86,北风,2,最弱,39
2021/4/23,16,23,78,东北风,2,最弱,32
2021/4/24,14,16,94,东北风,4,最弱,49
2021/4/25,13,19,81,北风,3,最弱,43
2021/4/26,12,18,97,北风,2,最弱,57
2021/4/27,13,23,78,西北风,2,最弱,55
2021/4/28,14,24,72,北风,2,最弱,63
2021/4/29,16,24,55,西南风,4,强,60
2021/4/30,17,30,56,西南风,4,强,36
2021/5/1,19,31,88,东风,2,强,99
2021/5/2,19,30,62,东风,3,中等,77
2021/5/3,16,25,95,东风,3,最弱,29
2021/5/4,13,25,50,北风,3,最弱,61
2021/5/5,17,28,44,东南风,2,弱,65
2021/5/6,14,24,89,南风,2,最弱,51
2021/5/7,16,26,43,北风,2,最弱,56
2021/5/8,18,30,68,西南风,2,强,34
2021/5/9,20,32,71,东南风,2,强,35
2021/5/10,21,33,88,东南风,3,弱,15
2021/5/11,19,19,90,北风,3,最弱,50
2021/5/12,21,23,80,东风,1,最弱,94
2021/5/13,21,27,94,东南风,2,最弱,54
2021/5/14,21,27,95,东南风,2,最弱,36
2021/5/15,20,27,88,西风,3,最弱,21
2021/5/16,14,18,77,北风,4,最弱,18
2021/5/17,15,23,56,北风,2,强,29
2021/5/18,15,21,69,西南风,1,最弱,60
2021/5/19,17,21,82,东风,1,最弱,79
2021/5/20,18,24,63,西南风,2,最弱,50
2021/5/21,19,25,89,西南风,2,最弱,72
2021/5/22,20,26,88,东南风,2,最弱,24
2021/5/23,17,22,90,北风,3,最弱,33
2021/5/24,18,28,56,西风,2,强,53
2021/5/25,20,27,75,西南风,2,弱,58
2021/5/26,16,20,93,西北风,2,最弱,26
2021/5/27,18,27,74,西南风,2,最弱,36
2021/5/28,19,24,69,西南风,2,弱,39
2021/5/29,19,27,72,西南风,2,最弱,34
2021/5/30,20,29,61,南风,2,中等,47
2021/5/31,22,32,65,东南风,2,最弱,45
2021/6/1,22,33,50,东风,2,最弱,33
2021/6/2,24,33,55,南风,2,强,61
2021/6/3,16,25,77,北风,3,最弱,27
2021/6/4,18,26,64,西风,2,最弱,40
2021/6/5,19,31,93,西南风,3,强,56
2021/6/6,20,34,61,东南风,2,很强,81
2021/6/7,23,34,85,东南风,3,最弱,63
2021/6/8,24,35,87,东风,2,最弱,65
2021/6/9,24,35,75,东风,2,最弱,46
2021/6/10,23,29,71,西风,2,最弱,68
2021/6/11,24,30,74,南风,2,中等,58
2021/6/12,25,30,86,东风,2,最弱,46
2021/6/13,26,34,73,东南风,3,最弱,24
2021/6/14,28,35,63,南风,3,最弱,23
2021/6/15,28,35,72,西南风,3,最弱,31
2021/6/16,27,36,56,西南风,2,弱,27
2021/6/17,23,27,82,北风,3,最弱,39
2021/6/18,21,23,80,北风,3,最弱,39
2021/6/19,19,21,83,西北风,1,最弱,34
2021/6/20,21,27,80,北风,2,最弱,49
2021/6/21,22,28,84,东风,1,最弱,71
2021/6/22,22,33,55,东风,2,强,52
2021/6/23,22,34,52,东风,2,中等,35
2021/6/24,24,33,70,东南风,3,最弱,61
2021/6/25,26,34,81,东南风,2,弱,70
2021/6/26,25,34,86,东南风,2,弱,47
2021/6/27,25,29,95,东风,1,最弱,23
2021/6/28,24,34,82,东北风,2,强,43
2021/6/29,26,34,61,东风,2,弱,53
2021/6/30,26,32,93,南风,2,最弱,49
2021/7/1,22,29,79,西风,2,最弱,33
2021/7/2,24,27,96,南风,2,最弱,11
2021/7/3,24,30,79,北风,2,最弱,24
2021/7/4,25,25,97,西风,1,最弱,22
2021/7/5,25,27,89,南风,1,弱,22
2021/7/6,25,32,82,西南风,2,最弱,65
2021/7/7,26,33,93,西风,2,最弱,30
2021/7/8,26,30,89,南风,2,最弱,17
2021/7/9,27,33,79,南风,3,最弱,27
2021/7/10,28,34,73,南风,3,最弱,23
2021/7/11,27,34,71,南风,3,最弱,34
2021/7/12,28,35,62,南风,4,最弱,42
2021/7/13,28,33,64,南风,3,最弱,28
2021/7/14,28,36,79,南风,3,强,48
2021/7/15,28,36,75,东南风,3,弱,36
2021/7/16,25,33,85,东南风,2,最弱,55
2021/7/17,25,27,91,南风,2,弱,21
2021/7/18,24,31,94,东南风,2,中等,58
2021/7/19,25,29,94,东风,2,最弱,55
2021/7/20,26,33,84,东南风,3,弱,44
2021/7/21,26,34,73,东风,3,弱,29
2021/7/22,25,34,63,东风,2,强,27
2021/7/23,25,34,84,东北风,2,强,34
2021/7/24,25,34,69,东北风,3,最弱,17
2021/7/25,25,34,71,东北风,3,很强,41
2021/7/26,26,34,74,北风,3,强,22
2021/7/27,26,33,78,北风,4,最弱,21
2021/7/28,24,31,93,西北风,3,最弱,20
2021/7/29,25,34,67,西风,2,强,36
2021/7/30,25,35,63,东南风,1,强,56
2021/7/31,27,36,67,东南风,1,强,75
2021/8/1,27,38,86,东南风,2,强,60
2021/8/2,26,37,78,东北风,3,强,48
2021/8/3,26,36,69,东北风,3,强,53
2021/8/4,27,36,74,东北风,3,强,27
2021/8/5,26,33,71,东北风,3,弱,25
2021/8/6,26,36,72,北风,3,强,32
2021/8/7,27,36,73,东北风,3,弱,33
