时间,最低温度,最高温度,湿度,风向,风力,紫外线,空气质量
2022/5/5,15,30,54,北风,1,最弱,66
2022/5/6,9,21,65,东南风,1,最弱,27
2022/5/7,9,19,91,南风,1,最弱,40
2022/5/8,8,13,96,南风,1,最弱,27
2022/5/9,8,18,68,南风,2,最弱,46
2022/5/10,13,25,75,东南风,2,最弱,40
2022/5/11,12,21,57,西南风,2,最弱,65
2022/5/12,14,19,71,东风,2,最弱,29
2022/5/13,8,24,40,西北风,1,中等,24
2022/5/14,9,25,53,东风,1,弱,25
2022/5/15,11,27,20,西南风,2,中等,16
2022/5/16,13,29,21,南风,2,中等,27
2022/5/17,14,26,61,东风,1,强,70
2022/5/18,14,29,36,南风,2,弱,34
2022/5/19,17,30,63,西北风,1,最弱,80
2022/5/20,13,25,66,北风,2,最弱,78
2022/5/21,19,35,24,西南风,2,强,46
2022/5/22,14,23,60,西风,2,最弱,51
2022/5/23,17,33,44,西南风,1,弱,57
2022/5/24,22,35,7,西北风,4,很强,5
2022/5/25,19,26,84,东南风,1,最弱,34
2022/5/26,26,32,92,西南风,1,最弱,29
2022/5/27,18,36,14,西南风,3,强,26
2022/5/28,15,24,68,西风,2,中等,40
2022/5/29,15,26,77,西北风,1,最弱,60
2022/5/30,16,31,14,西北风,2,强,20
2022/5/31,17,32,28,东北风,1,中等,42
2022/6/1,11,21,38,西南风,2,最弱,34
2022/6/2,20,35,29,南风,2,最弱,69
2022/6/3,20,35,43,西风,1,中等,75
2022/6/4,20,31,46,西风,3,最弱,62
2022/6/5,20,33,34,西北风,3,强,9
2022/6/6,16,28,39,东风,2,中等,24
2022/6/7,17,27,47,南风,1,强,53
2022/6/8,15,26,68,东南风,2,最弱,55
2022/6/9,18,25,65,东南风,1,弱,60
2022/6/10,18,27,88,东风,2,强,87
2022/6/11,19,27,94,东南风,2,最弱,30
2022/6/12,19,26,81,东风,1,最弱,49
2022/6/13,18,27,92,东北风,1,弱,41
2022/6/14,4,10,19,东北风,4,最弱,8
2022/6/15,18,27,72,东南风,2,弱,58
2022/6/16,20,29,61,东南风,1,最弱,51
2022/6/17,3,9,49,北风,4,最弱,8
2022/6/18,9,28,51,南风,2,最弱,40
2022/6/19,12,22,90,东风,1,最弱,34
2022/6/20,24,35,52,北风,2,中等,80
2022/6/21,24,35,61,东北风,2,最弱,41
2022/6/22,18,28,84,东北风,4,最弱,72
2022/6/23,23,36,59,西北风,2,强,31
2022/6/24,22,35,15,东南风,2,强,34
2022/6/25,11,22,77,西北风,2,中等,8
2022/6/26,22,33,73,东风,2,最弱,55
2022/6/27,21,31,88,东北风,2,强,45
2022/6/28,17,30,90,东北风,1,最弱,18
2022/6/29,10,22,43,东风,2,弱,49
2022/6/30,22,30,69,东南风,1,最弱,44
2022/7/1,22,30,81,东风,2,最弱,65
2022/7/2,23,31,81,东风,1,中等,45
2022/7/3,22,25,97,南风,2,最弱,38
2022/7/4,23,29,79,东南风,2,弱,39
2022/7/5,23,32,92,西北风,2,弱,26
2022/7/6,22,30,72,西北风,3,强,78
2022/7/7,24,36,46,南风,2,强,77
2022/7/8,24,34,58,北风,1,强,36
2022/7/9,22,35,46,西南风,1,最弱,16
2022/7/10,20,27,54,东北风,3,最弱,8
2022/7/11,23,27,83,南风,1,最弱,56
2022/7/12,22,25,29,北风,4,强,7
2022/7/13,23,33,75,南风,2,最弱,35
2022/7/14,21,35,61,南风,2,强,44
2022/7/15,24,36,96,西北风,1,最弱,58
2022/7/16,23,33,66,南风,2,弱,61
2022/7/17,23,36,75,西北风,2,强,24
2022/7/18,22,35,35,南风,2,强,22
2022/7/19,24,32,56,南风,2,最弱,62
2022/7/20,22,32,59,东风,2,强,43
2022/7/21,24,33,54,东南风,2,强,50
2022/7/22,23,31,78,南风,1,最弱,25
2022/7/23,23,33,53,南风,3,强,38
2022/7/24,25,33,64,西南风,2,强,31
2022/7/25,24,32,64,南风,2,最弱,37
2022/7/26,23,33,84,东风,3,强,85
2022/7/27,21,26,94,西北风,2,最弱,20
2022/7/28,21,29,26,北风,5,最弱,8
2022/7/29,23,31,28,东北风,4,强,8
2022/7/30,24,31,82,东南风,2,中等,36
2022/7/31,25,33,65,南风,2,中等,39
2022/8/1,25,34,65,南风,1,强,55
2022/8/2,26,34,74,东北风,2,最弱,37
2022/8/3,26,35,74,东北风,2,强,37
2022/8/4,26,35,95,东南风,1,强,43
2022/8/5,27,36,53,西南风,2,强,33
2022/8/6,25,33,84,北风,1,最弱,40
2022/8/7,25,32,14,西北风,4,中等,10
2022/8/8,22,27,65,南风,1,最弱,20
2022/8/9,20,24,85,南风,2,最弱,16
2022/8/10,20,30,93,西南风,3,最弱,15
2022/8/11,24,31,69,南风,2,强,26
2022/8/12,25,31,78,东南风,2,弱,35
2022/8/13,24,32,89,东南风,1,最弱,74
2022/8/14,23,24,96,北风,1,最弱,42
2022/8/15,21,35,49,东北风,3,最弱,8
2022/8/16,22,31,67,南风,1,弱,37
2022/8/17,24,30,86,东北风,3,中等,8
2022/8/18,24,25,96,西北风,1,最弱,43
2022/8/19,21,31,38,东北风,2,强,8
2022/8/20,23,30,71,南风,2,中等,38
2022/8/21,24,31,57,东南风,2,弱,48
2022/8/22,19,33,44,北风,1,最弱,8
2022/8/23,21,28,49,西南风,2,弱,16
2022/8/24,19,27,28,北风,1,弱,23
2022/8/25,19,32,46,西南风,1,强,25
2022/8/26,14,27,99,东南风,1,最弱,11
2022/8/27,18,27,41,西南风,1,最弱,17
2022/8/28,16,23,84,西南风,2,最弱,25
2022/8/29,18,22,82,东南风,1,弱,46
2022/8/30,18,27,92,西北风,1,中等,47
2022/8/31,18,31,38,西风,2,强,9
2022/9/1,15,28,56,南风,2,强,46
2022/9/2,18,28,83,东北风,1,强,52
2022/9/3,19,27,86,南风,1,最弱,48
2022/9/4,20,28,99,西北风,2,弱,10
2022/9/5,14,28,55,西北风,3,强,37
2022/9/6,15,29,71,西北风,1,强,16
2022/9/7,17,32,77,东南风,2,最弱,84
2022/9/8,19,32,85,北风,1,强,50
2022/9/9,20,31,88,北风,1,中等,59
2022/9/10,19,31,51,东北风,2,强,58
2022/9/11,20,28,62,东南风,1,弱,60
2022/9/12,20,30,76,东风,1,强,79
2022/9/13,20,30,58,东风,4,强,46
2022/9/14,20,30,65,东风,2,中等,40
2022/9/15,19,30,70,北风,2,强,31
2022/9/16,20,30,93,东南风,1,最弱,9
2022/9/18,17,29,63,北风,1,强,16
2022/9/19,13,26,27,北风,2,弱,13
2022/9/20,14,26,30,西南风,1,强,43
2022/9/21,16,26,71,东风,3,最弱,42
2022/9/22,13,27,16,西北风,4,强,24
2022/9/23,10,25,29,西风,2,强,43
2022/9/24,11,26,17,西南风,3,最弱,20
2022/9/25,13,26,77,南风,1,强,83
2022/9/26,15,28,34,南风,1,强,47
2022/9/27,16,29,38,南风,2,中等,50
2022/9/28,16,28,53,北风,1,中等,85
2022/9/29,18,29,77,南风,2,强,95
2022/9/30,19,29,49,南风,1,强,76
2022/10/1,19,24,68,西南风,1,最弱,64
2022/10/2,17,19,1,西风,1,中等,39
2022/10/3,8,20,34,东北风,3,最弱,5
2022/10/4,4,16,35,西南风,1,强,15
2022/10/5,6,15,54,西风,2,强,8
2022/10/6,4,18,61,西南风,2,强,57
2022/10/7,9,19,66,南风,2,强,100
2022/10/8,9,12,41,西北风,2,最弱,65
2022/10/9,6,15,21,北风,3,强,6
2022/10/10,3,18,44,西北风,1,强,19
2022/10/11,5,20,70,西南风,3,强,19
2022/10/12,8,20,58,南风,1,最弱,89
2022/10/13,12,19,48,南风,1,最弱,112
2022/10/14,10,22,84,西风,1,强,188
2022/10/15,11,24,58,北风,1,中等,166
2022/10/16,5,19,66,北风,1,最弱,54
2022/10/17,2,17,12,西北风,2,强,6
2022/10/18,2,19,34,西南风,1,强,36
2022/10/19,7,21,63,东风,3,强,36
2022/10/20,7,18,40,西北风,3,强,8
2022/10/21,10,22,83,北风,1,弱,144
2022/10/22,5,21,58,南风,1,强,26
2022/10/23,4,22,45,西北风,1,强,38
2022/10/24,6,20,83,东风,1,强,76
2022/10/25,10,19,77,西南风,1,中等,212
2022/10/26,10,18,33,东北风,3,最弱,8
2022/10/27,9,12,74,南风,0,弱,8
2022/10/28,9,13,62,东南风,2,强,61
2022/10/29,8,14,70,南风,1,最弱,59
2022/10/30,8,15,68,东南风,1,最弱,118
2022/10/31,2,17,12,西北风,2,强,6
2022/11/1,4,15,45,东南风,1,强,53
2022/11/2,3,16,52,东风,2,强,47
2022/11/3,0,13,23,东北风,1,强,17
2022/11/4,-1,14,48,西风,2,强,63
2022/11/5,4,16,76,西南风,2,强,103
2022/11/6,4,12,47,南风,1,最弱,113
2022/11/7,1,16,21,西风,1,强,13
2022/11/8,3,16,54,南风,2,弱,58
2022/11/9,5,13,60,东北风,1,最弱,134
2022/11/10,8,16,83,西风,1,强,188
2022/11/11,10,12,97,东风,1,最弱,52
2022/11/12,0,11,31,北风,3,最弱,19
2022/11/13,-1,9,44,西南风,2,强,20
2022/11/14,0,12,83,西北风,1,强,62
2022/11/15,0,17,34,北风,2,强,19
2022/11/16,0,15,52,东风,1,最弱,66
2022/11/17,4,15,90,北风,1,强,156
2022/11/18,4,11,52,南风,5,最弱,8
2022/11/19,5,14,43,西风,2,强,100
2022/11/20,4,9,61,东北风,2,最弱,167
2022/11/21,2,13,58,东风,2,中等,58
2022/11/22,0,11,78,西南风,1,最弱,57
2022/11/23,2,13,62,东风,1,最弱,112
2022/11/24,4,8,90,东北风,1,强,208
2022/11/25,-2,13,11,西北风,2,中等,12
2022/11/26,-2,4,29,东南风,3,强,33
2022/11/27,1,7,60,西南风,1,最弱,108
2022/11/28,-5,13,20,北风,3,弱,90
2022/11/29,-9,-5,14,西北风,4,最弱,20
2022/11/30,-9,-1,14,西风,4,强,38
2022/12/1,-8,0,39,西南风,1,强,44
2022/12/2,-6,0,78,南风,2,强,161
2022/12/3,-9,2,22,西北风,1,中等,17
2022/12/4,-8,2,45,东北风,1,强,54
2022/12/5,-8,5,59,西北风,2,强,48
2022/12/6,-6,6,42,西南风,1,强,69
2022/12/7,-5,8,24,西风,1,最弱,51
2022/12/8,-5,9,44,西北风,1,强,56
2022/12/9,-3,7,55,西北风,2,强,166
2022/12/10,-5,3,52,北风,1,强,15
2022/12/11,-4,4,33,南风,2,弱,52
2022/12/12,-6,3,68,东北风,1,中等,94
2022/12/13,-10,-3,79,西风,1,强,61
2022/12/14,-7,0,16,北风,1,中等,42
2022/12/15,-9,-1,25,北风,2,最弱,19
2022/12/16,-12,-1,15,西北风,4,强,46
2022/12/17,-11,-2,24,东北风,1,强,12
2022/12/18,-10,0,35,东北风,2,强,44
2022/12/19,-9,2,38,东风,1,强,33
2022/12/20,-7,2,64,西南风,4,最弱,8
2022/12/21,-7,0,70,西南风,4,最弱,7
2022/12/22,-8,-1,21,北风,2,强,8
2022/12/23,-7,0,18,东北风,3,强,13
2022/12/24,-7,4,82,南风,3,中等,6
2022/12/25,-7,1,40,西北风,1,最弱,42
2022/12/26,-7,3,29,西风,1,强,59
2022/12/27,-8,1,25,西风,2,强,15
2022/12/28,-8,3,82,西南风,5,最弱,8
2022/12/29,-9,3,44,东北风,1,强,45
2022/12/30,-8,4,1,东风,1,最弱,10
2022/12/31,-7,6,43,东风,1,强,36
2023/1/1,-7,4,78,西北风,1,最弱,8
2023/1/2,-8,3,44,东风,1,强,25
2023/1/3,-8,3,39,东北风,1,弱,43
2023/1/4,-8,5,44,东北风,1,强,116
2023/1/5,-6,4,70,西南风,1,强,211
2023/1/6,-7,9,62,东北风,1,最弱,42
2023/1/7,-6,7,54,南风,1,强,19
2023/1/8,-5,12,77,西南风,3,最弱,3
2023/1/9,-6,8,76,西风,5,最弱,3
2023/1/10,-6,7,90,东南风,4,最弱,10
2023/1/11,-4,2,39,北风,1,最弱,131
2023/1/12,0,3,91,北风,1,最弱,127
2023/1/13,-4,7,52,东北风,2,很强,38
2023/1/14,-10,-2,23,西北风,4,最弱,19
2023/1/15,-10,0,24,西风,2,强,25
2023/1/16,-8,1,70,东北风,3,很强,16
2023/1/17,-9,3,26,西北风,2,弱,42
2023/1/18,-6,3,55,北风,1,强,96
2023/1/19,-9,4,34,西北风,1,很强,54
2023/1/20,-9,-1,22,南风,1,强,47
2023/1/21,-9,1,49,北风,1,强,65
2023/1/22,-8,4,99,西北风,2,中等,7
2023/1/23,-14,-3,20,西北风,3,中等,39
2023/1/24,-13,-6,28,西南风,1,强,29
2023/1/25,-10,-4,37,东北风,2,最弱,61
2023/1/26,-9,1,25,西北风,2,最弱,19
2023/1/27,-9,2,20,西风,3,强,70
2023/1/28,-5,6,19,西南风,1,强,58
2023/1/29,-6,10,36,北风,1,强,70
2023/1/30,-5,8,54,东风,2,强,91
2023/1/31,-3,14,14,北风,3,强,110
2023/2/1,-8,4,19,东北风,2,最弱,21
2023/2/2,-7,2,31,东北风,1,最弱,41
2023/2/3,-5,5,46,东风,1,中等,62
2023/2/4,-6,9,22,南风,2,强,69
2023/2/5,-4,6,64,东北风,1,最弱,198
2023/2/6,-5,8,47,东南风,2,强,124
2023/2/7,-5,6,51,东北风,1,强,70
2023/2/8,-2,7,36,南风,2,中等,72
2023/2/9,-5,1,88,北风,2,最弱,90
2023/2/10,-3,3,75,北风,2,中等,182
2023/2/11,0,3,69,东北风,2,中等,199
2023/2/12,-4,2,93,北风,1,很强,32
2023/2/13,-2,6,26,西风,3,强,19
2023/2/14,-5,4,54,南风,1,最弱,54
2023/2/15,-6,4,96,西南风,2,最弱,46
2023/2/16,-4,6,81,西南风,1,中等,81
2023/2/17,-1,5,80,东北风,1,强,25
2023/2/18,-5,4,27,西北风,3,最弱,25
2023/2/19,-3,11,31,北风,2,强,28
2023/2/20,-5,6,39,西北风,2,强,12
2023/2/21,-3,5,41,北风,1,最弱,52
2023/2/22,-2,9,56,东北风,2,中等,95
2023/2/23,0,10,62,北风,2,最弱,199
2023/2/24,-5,7,18,北风,2,强,20
2023/2/25,-4,10,24,西南风,2,强,51
2023/2/26,-1,11,63,南风,1,强,196
2023/2/27,1,12,44,北风,1,强,128
2023/2/28,-1,14,23,北风,2,强,22
2023/3/1,-3,10,31,东北风,2,强,24
2023/3/2,0,14,36,西北风,2,最弱,54
2023/3/3,0,20,86,东北风,1,最弱,69
2023/3/4,0,16,66,北风,1,弱,172
2023/3/5,2,11,75,北风,1,强,212
2023/3/6,3,23,78,西南风,1,最弱,191
2023/3/7,7,21,38,东北风,1,中等,226
2023/3/8,2,19,32,东南风,2,中等,134
2023/3/9,6,19,52,东北风,1,弱,76
2023/3/10,8,27,18,北风,3,强,212
2023/3/11,1,14,21,北风,4,最弱,142
2023/3/12,-1,11,21,东南风,2,强,53
2023/3/13,3,15,45,东北风,1,最弱,77
2023/3/14,1,21,9,北风,3,弱,122
2023/3/15,-1,11,18,东北风,1,强,100
2023/3/16,1,11,28,北风,1,弱,49
2023/3/17,1,10,62,北风,1,最弱,82
2023/3/18,1,17,20,西南风,2,强,44
2023/3/19,5,14,64,北风,1,中等,85
2023/3/20,7,16,71,东北风,1,中等,149
2023/3/21,10,18,74,东南风,1,中等,147
2023/3/22,4,15,9,北风,2,最弱,338
2023/3/23,4,12,8,西北风,2,最弱,104
2023/3/24,3,13,37,西北风,1,弱,61
2023/3/25,-1,15,49,西南风,1,弱,62
2023/3/26,3,16,31,西南风,3,弱,53
2023/3/27,5,20,57,北风,3,最弱,55
2023/3/28,7,21,69,北风,4,强,96
2023/3/29,10,25,86,西风,4,中等,132
2023/3/30,11,25,84,西风,1,弱,117
2023/3/31,10,23,93,东南风,2,中等,85
2023/4/1,12,22,92,西南风,3,最弱,77
2023/4/2,13,20,40,西南风,2,最弱,107
2023/4/3,9,18,27,东风,3,强,74
2023/4/4,6,12,82,东北风,3,最弱,45
2023/4/5,9,17,81,北风,1,弱,37
2023/4/6,5,18,24,西北风,3,弱,40
2023/4/7,4,16,50,西北风,4,最弱,30
2023/4/8,8,22,69,西南风,3,最弱,45
2023/4/9,10,22,46,南风,2,强,89
2023/4/10,11,28,72,西南风,2,强,161
2023/4/11,5,18,14,西北风,4,最弱,328
2023/4/12,11,22,51,西南风,3,弱,313
2023/4/13,13,22,64,东南风,1,最弱,484
2023/4/14,8,20,57,西北风,4,最弱,181
2023/4/15,7,20,73,西北风,2,最弱,75
2023/4/16,10,21,55,南风,2,最弱,47
2023/4/17,10,21,84,东北风,2,中等,88
2023/4/18,9,27,42,南风,1,最弱,72
2023/4/19,16,26,88,西南风,3,最弱,74
2023/4/20,12,18,94,东北风,4,强,72
2023/4/21,8,14,46,西南风,3,中等,39
2023/4/22,7,14,90,南风,1,弱,32
2023/4/23,6,16,26,东南风,2,中等,54
2023/4/24,8,17,57,西南风,3,中等,55
2023/4/25,5,20,80,西北风,3,中等,75
2023/4/26,10,19,66,西南风,3,最弱,53
2023/4/27,12,20,71,西北风,1,中等,83
2023/4/28,11,21,72,西南风,2,中等,68
2023/4/29,9,24,77,西北风,3,很强,41
2023/4/30,11,24,88,西南风,1,强,40
2023/5/1,16,25,54,西北风,3,最弱,67
2023/5/2,16,28,97,东北风,3,最弱,77
2023/5/3,15,27,41,东南风,2,很强,83
2023/5/4,15,20,5,西北风,2,强,53
2023/5/5,14,19,73,西北风,2,最弱,25
2023/5/6,12,24,80,东风,1,最弱,29
2023/5/7,11,26,66,南风,1,最弱,36
2023/5/8,13,28,58,东南风,2,强,51
2023/5/9,14,27,85,东风,3,弱,58
2023/5/10,14,27,88,西南风,6,最弱,56
2023/5/11,13,27,83,西北风,2,强,76
2023/5/12,15,25,70,西南风,2,强,69
2023/5/13,16,28,73,东风,4,最弱,35
2023/5/14,16,30,62,东北风,2,中等,68
2023/5/15,22,34,66,东南风,3,弱,106
2023/5/16,20,34,42,西北风,1,强,90
2023/5/17,15,27,68,东北风,3,最弱,55
2023/5/18,14,28,51,东南风,2,强,48
2023/5/19,14,20,72,北风,5,弱,72
2023/5/20,16,24,79,南风,2,最弱,134
2023/5/21,15,26,58,北风,3,最弱,95
2023/5/22,15,30,82,东南风,1,最弱,39
2023/5/23,18,30,57,南风,2,中等,46
2023/5/24,18,28,49,南风,2,中等,71
2023/5/25,16,25,75,西北风,2,最弱,65
2023/5/26,19,29,42,西风,2,最弱,85
2023/5/27,16,22,30,东北风,2,强,96
2023/5/28,19,28,52,西风,3,很强,52
2023/5/29,19,31,35,西南风,3,中等,68
2023/5/30,15,25,64,东北风,4,中等,57
2023/5/31,16,26,47,东南风,3,最弱,67
2023/6/1,16,31,86,东北风,2,最弱,67
2023/6/2,17,31,91,东南风,2,强,36
2023/6/3,19,33,76,西南风,2,强,40
2023/6/4,20,33,70,西风,2,最弱,38
2023/6/5,21,35,74,东南风,3,最弱,65
2023/6/6,22,34,93,西南风,1,最弱,36
2023/6/7,21,37,71,南风,4,弱,57
2023/6/8,19,34,67,西风,4,最弱,41
2023/6/9,20,34,79,北风,3,弱,32
2023/6/10,17,30,86,东风,4,最弱,26
2023/6/11,17,30,71,西北风,3,最弱,36
2023/6/12,19,30,65,西风,2,中等,42
2023/6/13,20,33,54,西北风,2,弱,36
2023/6/14,21,36,43,北风,4,最弱,80
2023/6/15,23,37,30,北风,3,最弱,95
2023/6/16,24,39,5,北风,4,很强,97
2023/6/17,22,37,58,北风,2,弱,94
2023/6/18,22,34,52,东南风,2,最弱,98
2023/6/19,18,28,88,东风,1,最弱,75
2023/6/20,19,34,92,东风,1,最弱,57
2023/6/21,22,38,38,北风,3,强,41
2023/6/22,24,41,69,西北风,3,最弱,69
2023/6/23,26,40,81,南风,3,最弱,82
2023/6/24,25,40,88,南风,2,最弱,80
2023/6/25,22,34,71,东南风,2,强,77
2023/6/26,24,32,67,东北风,2,中等,56
2023/6/27,25,30,83,西风,4,中等,8
2023/6/28,25,35,54,西北风,3,强,4
2023/6/29,10,17,49,西风,4,最弱,3
2023/6/30,26,30,83,西南风,3,弱,9
2023/7/1,25,39,40,东北风,2,强,75
2023/7/2,24,38,21,南风,2,强,94
2023/7/3,23,33,97,东南风,1,最弱,74
2023/7/4,21,31,73,西风,5,强,43
2023/7/5,23,40,66,东南风,3,强,46
2023/7/6,24,41,57,西风,2,最弱,57
2023/7/7,23,37,72,西北风,3,最弱,51
2023/7/8,24,37,78,西风,3,最弱,28
2023/7/9,25,38,70,南风,2,强,34
2023/7/10,26,39,90,南风,3,最弱,74
2023/7/11,24,34,89,西南风,1,强,69
2023/7/12,21,23,88,西南风,2,最弱,42
2023/7/13,22,23,75,南风,1,强,28
2023/7/14,23,35,80,西南风,5,中等,40
2023/7/15,23,32,42,西风,1,最弱,29
2023/7/16,21,36,83,西南风,2,最弱,33
2023/7/17,23,36,33,西北风,2,中等,71
2023/7/18,25,36,78,东南风,4,强,76
2023/7/19,24,37,16,北风,2,强,75
2023/7/20,24,36,77,东北风,1,中等,77
2023/7/21,21,27,78,东南风,2,强,48
2023/7/22,22,26,34,西南风,4,强,36
2023/7/23,24,34,66,西北风,3,最弱,47
2023/7/24,24,34,64,西南风,2,弱,68
2023/7/25,24,34,72,北风,4,强,62
2023/7/26,24,34,86,西南风,2,最弱,72
2023/7/27,24,33,77,西南风,4,最弱,59
2023/7/28,23,30,33,北风,1,强,30
2023/7/29,23,29,85,西北风,2,弱,36
2023/7/30,21,24,90,南风,1,弱,12
2023/7/31,24,26,70,南风,2,弱,22
2023/8/1,25,28,40,东南风,2,强,41
2023/8/2,26,31,68,西南风,3,最弱,41
2023/8/3,26,32,45,西南风,2,中等,58
2023/8/4,26,34,92,东北风,1,最弱,48
2023/8/5,25,36,30,东北风,2,强,36
2023/8/6,23,28,74,南风,2,最弱,31
2023/8/7,23,27,16,东南风,1,强,44
2023/8/8,24,31,85,南风,2,很强,61
2023/8/9,24,33,48,东南风,1,强,80
